CustomerID,SignupDate,AcquisitionChannel,CAC,Region
CUST_03771,2024-05-17,Google Ads,60,South
CUST_03772,2024-03-22,Affiliate,30,East
CUST_03773,2024-08-23,Social Media,45,North
CUST_03774,2024-05-15,Direct Organic,5,South
CUST_03775,2024-10-08,Direct Organic,5,North
CUST_03776,2024-01-03,Email Market,15,South
CUST_03777,2024-02-28,Affiliate,30,West
CUST_03778,2024-04-25,Google Ads,60,North
CUST_03779,2025-04-16,Direct Organic,5,West
CUST_03780,2024-05-10,Affiliate,30,North
CUST_03781,2025-02-25,Google Ads,60,North
CUST_03782,2025-01-20,Social Media,45,North
CUST_03783,2025-04-27,Social Media,45,North
CUST_03784,2025-02-04,Affiliate,30,North
CUST_03785,2024-07-19,Affiliate,30,North
CUST_03786,2024-10-18,Social Media,45,East
CUST_03787,2024-12-07,Google Ads,60,North
CUST_03788,2025-04-23,Google Ads,60,North
CUST_03789,2024-04-07,Social Media,45,North
CUST_03790,2024-08-03,Email Market,15,West
CUST_03791,2024-05-03,Social Media,45,North
CUST_03792,2024-03-13,Social Media,45,West
CUST_03793,2024-12-31,Google Ads,60,North
CUST_03794,2025-01-12,Direct Organic,5,North
CUST_03795,2025-05-05,Social Media,45,North
CUST_03796,2024-05-09,Direct Organic,5,North
CUST_03797,2025-04-13,Google Ads,60,West
CUST_03798,2025-02-21,Social Media,45,South
CUST_03799,2024-01-27,Social Media,45,North
CUST_03800,2024-06-13,Google Ads,60,North
CUST_03801,2025-03-30,Social Media,45,North
CUST_03802,2025-02-09,Email Market,15,West
CUST_03803,2024-03-08,Affiliate,30,West
CUST_03804,2024-01-14,Email Market,15,South
CUST_03805,2024-04-07,Social Media,45,South
CUST_03806,2024-10-05,Email Market,15,West
CUST_03807,2025-03-03,Google Ads,60,South
CUST_03808,2025-05-04,Social Media,45,West
CUST_03809,2025-04-17,Social Media,45,South
CUST_03810,2025-03-24,Social Media,45,North
CUST_03811,2025-01-05,Direct Organic,5,East
CUST_03812,2024-09-03,Google Ads,60,South
CUST_03813,2024-04-21,Social Media,45,East
CUST_03814,2024-07-25,Direct Organic,5,North
CUST_03815,2024-12-17,Social Media,45,East
CUST_03816,2024-11-29,Google Ads,60,North
CUST_03817,2024-08-20,Google Ads,60,North
CUST_03818,2024-03-01,Affiliate,30,East
CUST_03819,2024-03-25,Affiliate,30,South
CUST_03820,2024-07-01,Google Ads,60,East
CUST_03821,2024-08-26,Google Ads,60,West
CUST_03822,2024-09-06,Google Ads,60,East
CUST_03823,2024-03-11,Affiliate,30,East
CUST_03824,2024-08-15,Social Media,45,East
CUST_03825,2024-03-25,Social Media,45,North
CUST_03826,2024-11-01,Social Media,45,West
CUST_03827,2025-05-02,Google Ads,60,North
CUST_03828,2025-01-30,Google Ads,60,East
CUST_03829,2025-04-07,Affiliate,30,North
CUST_03830,2024-09-27,Social Media,45,North
CUST_03831,2025-02-04,Google Ads,60,North
CUST_03832,2024-10-16,Affiliate,30,East
CUST_03833,2024-08-23,Affiliate,30,North
CUST_03834,2024-10-17,Google Ads,60,North
CUST_03835,2024-02-08,Google Ads,60,South
CUST_03836,2025-04-30,Social Media,45,North
CUST_03837,2024-07-24,Email Market,15,North
CUST_03838,2024-07-01,Social Media,45,North
CUST_03839,2024-07-05,Email Market,15,East
CUST_03840,2024-05-12,Direct Organic,5,South
CUST_03841,2024-01-30,Google Ads,60,West
CUST_03842,2025-01-22,Social Media,45,North
CUST_03843,2024-09-11,Google Ads,60,North
CUST_03844,2024-05-22,Google Ads,60,North
CUST_03845,2024-04-12,Social Media,45,West
CUST_03846,2025-02-22,Direct Organic,5,South
CUST_03847,2025-05-07,Email Market,15,South
CUST_03848,2024-03-14,Google Ads,60,West
CUST_03849,2024-02-24,Direct Organic,5,North
CUST_03850,2025-03-25,Social Media,45,North
CUST_03851,2024-08-23,Google Ads,60,East
CUST_03852,2024-02-29,Social Media,45,West
CUST_03853,2024-01-24,Direct Organic,5,East
CUST_03854,2025-04-20,Email Market,15,West
CUST_03855,2024-01-22,Direct Organic,5,South
CUST_03856,2025-03-03,Social Media,45,West
CUST_03857,2024-02-01,Google Ads,60,South
CUST_03858,2024-12-16,Google Ads,60,North
CUST_03859,2024-12-04,Google Ads,60,South
CUST_03860,2025-03-10,Affiliate,30,East
CUST_03861,2025-04-13,Affiliate,30,East
CUST_03862,2024-01-03,Direct Organic,5,North
CUST_03863,2024-03-10,Google Ads,60,North
CUST_03864,2024-06-08,Social Media,45,North
CUST_03865,2025-01-20,Social Media,45,West
CUST_03866,2024-03-28,Google Ads,60,North
CUST_03867,2024-12-30,Google Ads,60,South
CUST_03868,2024-02-28,Direct Organic,5,East
CUST_03869,2024-09-08,Direct Organic,5,West
CUST_03870,2024-08-06,Social Media,45,West
CUST_03871,2024-07-19,Google Ads,60,West
CUST_03872,2024-03-17,Social Media,45,East
CUST_03873,2024-09-11,Social Media,45,West
CUST_03874,2024-09-03,Affiliate,30,North
CUST_03875,2024-09-26,Social Media,45,South
CUST_03876,2024-11-02,Google Ads,60,West
CUST_03877,2024-05-18,Social Media,45,North
CUST_03878,2024-03-18,Affiliate,30,West
CUST_03879,2024-03-20,Google Ads,60,North
CUST_03880,2024-01-10,Social Media,45,North
CUST_03881,2025-04-12,Google Ads,60,North
CUST_03882,2024-12-01,Direct Organic,5,South
CUST_03883,2024-05-03,Email Market,15,North
CUST_03884,2024-07-04,Social Media,45,North
CUST_03885,2024-02-03,Affiliate,30,West
CUST_03886,2024-04-30,Email Market,15,West
CUST_03887,2024-03-20,Affiliate,30,North
CUST_03888,2024-07-24,Direct Organic,5,South
CUST_03889,2024-02-22,Direct Organic,5,South
CUST_03890,2024-06-04,Google Ads,60,North
CUST_03891,2024-09-30,Direct Organic,5,South
CUST_03892,2025-02-13,Google Ads,60,South
CUST_03893,2024-12-23,Direct Organic,5,South
CUST_03894,2024-05-14,Google Ads,60,West
CUST_03895,2025-03-04,Direct Organic,5,South
CUST_03896,2024-04-07,Affiliate,30,North
CUST_03897,2025-05-09,Social Media,45,South
CUST_03898,2024-08-28,Affiliate,30,East
CUST_03899,2024-02-14,Google Ads,60,East
CUST_03900,2024-07-17,Affiliate,30,East
CUST_03901,2025-04-25,Google Ads,60,East
CUST_03902,2024-10-17,Google Ads,60,North
CUST_03903,2025-03-11,Affiliate,30,South
CUST_03904,2024-04-23,Social Media,45,East
CUST_03905,2025-05-01,Affiliate,30,West
CUST_03906,2024-10-03,Google Ads,60,South
CUST_03907,2024-08-28,Google Ads,60,North
CUST_03908,2024-06-04,Social Media,45,East
CUST_03909,2024-12-17,Google Ads,60,North
CUST_03910,2024-02-13,Social Media,45,North
CUST_03911,2024-03-20,Social Media,45,South
CUST_03912,2024-11-07,Social Media,45,North
CUST_03913,2024-05-17,Social Media,45,North
CUST_03914,2024-05-30,Email Market,15,North
CUST_03915,2025-03-07,Email Market,15,West
CUST_03916,2025-03-11,Google Ads,60,North
CUST_03917,2024-08-29,Direct Organic,5,East
CUST_03918,2024-05-22,Social Media,45,East
CUST_03919,2024-11-06,Direct Organic,5,South
CUST_03920,2024-10-25,Affiliate,30,North
CUST_03921,2024-02-19,Email Market,15,East
CUST_03922,2024-09-18,Google Ads,60,North
CUST_03923,2024-06-09,Direct Organic,5,North
CUST_03924,2024-03-02,Social Media,45,North
CUST_03925,2024-02-24,Email Market,15,North
CUST_03926,2025-02-26,Social Media,45,West
CUST_03927,2025-01-30,Direct Organic,5,East
CUST_03928,2025-01-06,Direct Organic,5,North
CUST_03929,2025-04-28,Direct Organic,5,West
CUST_03930,2024-01-31,Social Media,45,North
CUST_03931,2024-11-25,Email Market,15,East
CUST_03932,2025-03-12,Social Media,45,West
CUST_03933,2024-10-16,Direct Organic,5,West
CUST_03934,2024-06-17,Social Media,45,North
CUST_03935,2024-09-22,Social Media,45,East
CUST_03936,2024-11-03,Google Ads,60,North
CUST_03937,2025-04-03,Google Ads,60,North
CUST_03938,2024-07-03,Social Media,45,South
CUST_03939,2024-11-29,Social Media,45,West
CUST_03940,2024-01-03,Google Ads,60,North
CUST_03941,2025-03-16,Direct Organic,5,North
CUST_03942,2024-06-09,Affiliate,30,North
CUST_03943,2025-01-25,Social Media,45,North
CUST_03944,2024-09-16,Google Ads,60,North
CUST_03945,2025-02-26,Social Media,45,West
CUST_03946,2024-02-17,Social Media,45,North
CUST_03947,2024-09-10,Direct Organic,5,North
CUST_03948,2024-03-14,Direct Organic,5,East
CUST_03949,2024-11-30,Social Media,45,West
CUST_03950,2025-02-03,Social Media,45,West
CUST_03951,2024-06-14,Social Media,45,East
CUST_03952,2024-09-16,Affiliate,30,North
CUST_03953,2024-01-04,Email Market,15,West
CUST_03954,2025-01-10,Social Media,45,South
CUST_03955,2024-04-28,Social Media,45,East
CUST_03956,2025-04-28,Affiliate,30,West
CUST_03957,2025-02-14,Email Market,15,West
CUST_03958,2025-04-14,Google Ads,60,West
CUST_03959,2025-04-14,Social Media,45,North
CUST_03960,2024-09-29,Social Media,45,South
CUST_03961,2025-05-07,Google Ads,60,West
CUST_03962,2024-08-13,Google Ads,60,South
CUST_03963,2024-12-17,Social Media,45,North
CUST_03964,2025-05-14,Google Ads,60,East
CUST_03965,2024-03-10,Social Media,45,North
CUST_03966,2024-06-30,Direct Organic,5,East
CUST_03967,2024-12-18,Social Media,45,West
CUST_03968,2024-09-20,Social Media,45,South
CUST_03969,2025-01-04,Google Ads,60,South
CUST_03970,2024-06-29,Google Ads,60,North
CUST_03971,2025-04-28,Email Market,15,West
CUST_03972,2024-01-05,Google Ads,60,South
CUST_03973,2024-07-15,Social Media,45,South
CUST_03974,2024-02-16,Direct Organic,5,East
CUST_03975,2025-04-02,Social Media,45,North
CUST_03976,2024-02-09,Affiliate,30,South
CUST_03977,2024-05-01,Google Ads,60,East
CUST_03978,2024-05-14,Google Ads,60,West
CUST_03979,2024-05-19,Social Media,45,North
CUST_03980,2024-12-15,Google Ads,60,North
CUST_03981,2024-06-01,Affiliate,30,South
CUST_03982,2024-01-28,Affiliate,30,East
CUST_03983,2025-03-02,Social Media,45,North
CUST_03984,2024-03-17,Social Media,45,West
CUST_03985,2024-06-23,Affiliate,30,North
CUST_03986,2024-02-18,Email Market,15,North
CUST_03987,2024-12-07,Social Media,45,North
CUST_03988,2024-11-05,Google Ads,60,West
CUST_03989,2024-09-30,Social Media,45,North
CUST_03990,2024-01-27,Affiliate,30,South
CUST_03991,2024-11-23,Social Media,45,South
CUST_03992,2025-01-24,Social Media,45,East
CUST_03993,2025-04-03,Direct Organic,5,North
CUST_03994,2024-08-08,Social Media,45,East
CUST_03995,2024-05-01,Google Ads,60,North
CUST_03996,2024-12-26,Google Ads,60,West
CUST_03997,2024-03-09,Social Media,45,West
CUST_03998,2024-03-11,Google Ads,60,North
CUST_03999,2024-05-29,Google Ads,60,West
CUST_04000,2024-07-05,Social Media,45,North
CUST_04001,2025-03-06,Google Ads,60,West
CUST_04002,2025-01-07,Affiliate,30,South
CUST_04003,2024-09-02,Direct Organic,5,South
CUST_04004,2024-07-14,Social Media,45,North
CUST_04005,2024-02-01,Social Media,45,South
CUST_04006,2025-04-11,Social Media,45,North
CUST_04007,2024-04-18,Google Ads,60,East
CUST_04008,2024-12-18,Google Ads,60,North
CUST_04009,2024-01-01,Direct Organic,5,East
CUST_04010,2024-06-30,Social Media,45,East
CUST_04011,2024-06-22,Social Media,45,East
CUST_04012,2024-06-17,Google Ads,60,East
CUST_04013,2024-09-04,Direct Organic,5,North
CUST_04014,2024-04-17,Social Media,45,North
CUST_04015,2025-01-04,Direct Organic,5,North
CUST_04016,2024-10-23,Social Media,45,West
CUST_04017,2024-09-20,Affiliate,30,South
CUST_04018,2025-02-19,Affiliate,30,East
CUST_04019,2024-01-30,Social Media,45,West
CUST_04020,2024-10-28,Social Media,45,West
CUST_04021,2025-04-20,Google Ads,60,South
CUST_04022,2024-12-26,Social Media,45,South
CUST_04023,2025-03-11,Direct Organic,5,West
CUST_04024,2024-12-17,Affiliate,30,West
CUST_04025,2025-04-17,Direct Organic,5,East
CUST_04026,2025-04-26,Affiliate,30,East
CUST_04027,2024-11-12,Google Ads,60,East
CUST_04028,2024-08-12,Social Media,45,North
CUST_04029,2025-01-31,Direct Organic,5,West
CUST_04030,2024-03-29,Google Ads,60,East
CUST_04031,2024-08-21,Direct Organic,5,North
CUST_04032,2024-06-16,Social Media,45,North
CUST_04033,2024-08-18,Social Media,45,West
CUST_04034,2024-05-05,Email Market,15,East
CUST_04035,2024-03-01,Social Media,45,North
CUST_04036,2024-04-29,Email Market,15,North
CUST_04037,2025-03-03,Email Market,15,East
CUST_04038,2025-05-11,Direct Organic,5,North
CUST_04039,2024-07-08,Direct Organic,5,South
CUST_04040,2024-04-30,Google Ads,60,East
CUST_04041,2025-03-03,Affiliate,30,South
CUST_04042,2024-02-17,Social Media,45,West
CUST_04043,2024-07-20,Google Ads,60,North
CUST_04044,2024-02-28,Direct Organic,5,North
CUST_04045,2024-07-03,Google Ads,60,North
CUST_04046,2024-08-10,Google Ads,60,North
CUST_04047,2025-05-06,Social Media,45,North
CUST_04048,2024-01-11,Google Ads,60,East
CUST_04049,2024-10-07,Affiliate,30,North
CUST_04050,2024-07-07,Social Media,45,West
CUST_04051,2024-10-28,Email Market,15,North
CUST_04052,2024-11-05,Direct Organic,5,East
CUST_04053,2025-05-14,Affiliate,30,West
CUST_04054,2024-08-24,Google Ads,60,North
CUST_04055,2024-02-03,Direct Organic,5,South
CUST_04056,2024-12-05,Social Media,45,East
CUST_04057,2024-05-14,Affiliate,30,East
CUST_04058,2025-04-25,Social Media,45,South
CUST_04059,2024-03-02,Affiliate,30,North
CUST_04060,2024-11-08,Email Market,15,East
CUST_04061,2024-08-14,Social Media,45,East
CUST_04062,2024-04-02,Social Media,45,North
CUST_04063,2024-04-25,Direct Organic,5,West
CUST_04064,2024-11-27,Social Media,45,South
CUST_04065,2024-05-12,Affiliate,30,South
CUST_04066,2024-11-27,Social Media,45,West
CUST_04067,2025-04-21,Social Media,45,East
CUST_04068,2025-02-22,Email Market,15,North
CUST_04069,2025-04-12,Direct Organic,5,South
CUST_04070,2024-10-19,Affiliate,30,West
CUST_04071,2025-03-19,Social Media,45,East
CUST_04072,2024-07-11,Direct Organic,5,West
CUST_04073,2025-02-03,Google Ads,60,North
CUST_04074,2024-01-30,Direct Organic,5,North
CUST_04075,2025-04-01,Direct Organic,5,South
CUST_04076,2024-10-24,Google Ads,60,East
CUST_04077,2024-03-01,Google Ads,60,North
CUST_04078,2025-04-02,Social Media,45,West
CUST_04079,2025-04-05,Direct Organic,5,North
CUST_04080,2024-10-30,Social Media,45,North
CUST_04081,2025-03-21,Direct Organic,5,West
CUST_04082,2024-12-05,Social Media,45,North
CUST_04083,2024-12-14,Direct Organic,5,West
CUST_04084,2025-03-23,Direct Organic,5,North
CUST_04085,2025-03-16,Social Media,45,North
CUST_04086,2024-11-19,Social Media,45,West
CUST_04087,2024-10-28,Social Media,45,West
CUST_04088,2025-01-03,Direct Organic,5,South
CUST_04089,2024-01-28,Affiliate,30,North
CUST_04090,2025-04-29,Social Media,45,East
CUST_04091,2024-03-17,Direct Organic,5,North
CUST_04092,2024-04-30,Social Media,45,West
CUST_04093,2024-01-03,Google Ads,60,North
CUST_04094,2024-02-06,Email Market,15,West
CUST_04095,2025-03-07,Social Media,45,South
CUST_04096,2024-05-26,Google Ads,60,South
CUST_04097,2024-04-01,Social Media,45,West
CUST_04098,2024-12-04,Social Media,45,North
CUST_04099,2024-09-29,Social Media,45,West
CUST_04100,2025-04-10,Social Media,45,North
CUST_04101,2025-04-10,Direct Organic,5,North
CUST_04102,2025-01-11,Google Ads,60,South
CUST_04103,2024-03-27,Google Ads,60,West
CUST_04104,2024-02-09,Social Media,45,North
CUST_04105,2024-06-26,Social Media,45,South
CUST_04106,2024-11-24,Direct Organic,5,East
CUST_04107,2024-10-11,Email Market,15,North
CUST_04108,2025-03-10,Social Media,45,North
CUST_04109,2024-02-11,Affiliate,30,South
CUST_04110,2024-10-11,Google Ads,60,North
CUST_04111,2024-03-06,Google Ads,60,South
CUST_04112,2024-05-03,Google Ads,60,West
CUST_04113,2024-05-24,Social Media,45,West
CUST_04114,2024-04-29,Social Media,45,North
CUST_04115,2024-04-18,Direct Organic,5,East
CUST_04116,2025-02-18,Social Media,45,North
CUST_04117,2024-04-01,Affiliate,30,South
CUST_04118,2025-05-05,Google Ads,60,West
CUST_04119,2025-01-02,Social Media,45,North
CUST_04120,2024-11-03,Direct Organic,5,South
CUST_04121,2025-02-26,Social Media,45,West
CUST_04122,2024-02-29,Google Ads,60,East
CUST_04123,2024-12-15,Direct Organic,5,South
CUST_04124,2024-08-14,Affiliate,30,North
CUST_04125,2024-08-27,Direct Organic,5,South
CUST_04126,2025-03-10,Direct Organic,5,North
CUST_04127,2024-07-30,Direct Organic,5,East
CUST_04128,2025-02-03,Email Market,15,South
CUST_04129,2024-04-07,Social Media,45,West
CUST_04130,2024-01-14,Social Media,45,North
CUST_04131,2024-08-05,Social Media,45,South
CUST_04132,2025-04-12,Social Media,45,South
CUST_04133,2024-06-18,Direct Organic,5,North
CUST_04134,2024-11-02,Direct Organic,5,South
CUST_04135,2024-10-06,Google Ads,60,North
CUST_04136,2024-12-28,Social Media,45,North
CUST_04137,2024-07-28,Direct Organic,5,North
CUST_04138,2024-09-12,Social Media,45,North
CUST_04139,2024-06-19,Direct Organic,5,West
CUST_04140,2024-03-13,Google Ads,60,North
CUST_04141,2024-05-26,Social Media,45,West
CUST_04142,2024-12-05,Social Media,45,North
CUST_04143,2024-11-12,Social Media,45,South
CUST_04144,2024-04-15,Affiliate,30,South
CUST_04145,2024-04-03,Affiliate,30,West
CUST_04146,2024-03-03,Direct Organic,5,West
CUST_04147,2024-06-02,Social Media,45,West
CUST_04148,2024-09-11,Google Ads,60,West
CUST_04149,2024-12-16,Direct Organic,5,North
CUST_04150,2024-02-04,Direct Organic,5,West
CUST_04151,2024-11-18,Social Media,45,West
CUST_04152,2024-11-07,Social Media,45,North
CUST_04153,2024-10-22,Direct Organic,5,West
CUST_04154,2024-09-09,Google Ads,60,East
CUST_04155,2024-06-05,Social Media,45,West
CUST_04156,2024-05-13,Social Media,45,West
CUST_04157,2025-03-11,Google Ads,60,West
CUST_04158,2024-05-08,Affiliate,30,West
CUST_04159,2025-03-11,Email Market,15,North
CUST_04160,2024-10-06,Google Ads,60,North
CUST_04161,2024-12-23,Google Ads,60,North
CUST_04162,2025-02-21,Social Media,45,North
CUST_04163,2025-01-05,Google Ads,60,North
CUST_04164,2024-09-08,Google Ads,60,East
CUST_04165,2024-05-14,Direct Organic,5,North
CUST_04166,2024-11-26,Google Ads,60,East
CUST_04167,2024-01-11,Social Media,45,West
CUST_04168,2024-10-18,Social Media,45,East
CUST_04169,2024-05-27,Social Media,45,South
CUST_04170,2024-11-14,Social Media,45,North
CUST_04171,2024-03-20,Social Media,45,North
CUST_04172,2024-07-09,Email Market,15,South
CUST_04173,2025-03-28,Google Ads,60,East
CUST_04174,2024-12-09,Google Ads,60,South
CUST_04175,2024-01-30,Affiliate,30,East
CUST_04176,2025-02-17,Email Market,15,North
CUST_04177,2024-12-24,Google Ads,60,North
CUST_04178,2025-01-02,Affiliate,30,West
CUST_04179,2025-05-09,Social Media,45,North
CUST_04180,2024-08-16,Social Media,45,East
CUST_04181,2025-04-25,Google Ads,60,West
CUST_04182,2024-03-24,Direct Organic,5,North
CUST_04183,2024-05-29,Direct Organic,5,South
CUST_04184,2024-12-26,Social Media,45,East
CUST_04185,2024-07-07,Social Media,45,East
CUST_04186,2024-01-21,Direct Organic,5,North
CUST_04187,2024-02-06,Social Media,45,West
CUST_04188,2024-09-02,Google Ads,60,North
CUST_04189,2024-10-09,Direct Organic,5,South
CUST_04190,2024-04-11,Direct Organic,5,South
CUST_04191,2025-02-22,Direct Organic,5,North
CUST_04192,2024-10-20,Affiliate,30,North
CUST_04193,2024-08-19,Google Ads,60,North
CUST_04194,2024-11-11,Direct Organic,5,South
CUST_04195,2024-11-21,Direct Organic,5,North
CUST_04196,2024-10-14,Social Media,45,West
CUST_04197,2024-12-01,Social Media,45,North
CUST_04198,2025-04-20,Social Media,45,West
CUST_04199,2025-04-08,Google Ads,60,West
CUST_04200,2025-02-14,Direct Organic,5,South
CUST_04201,2024-09-01,Affiliate,30,South
CUST_04202,2025-01-21,Social Media,45,North
CUST_04203,2024-06-25,Social Media,45,West
CUST_04204,2024-07-31,Email Market,15,East
CUST_04205,2024-12-23,Social Media,45,West
CUST_04206,2024-04-11,Google Ads,60,South
CUST_04207,2024-10-12,Google Ads,60,West
CUST_04208,2024-01-22,Google Ads,60,South
CUST_04209,2024-01-19,Social Media,45,West
CUST_04210,2024-10-13,Social Media,45,North
CUST_04211,2024-10-02,Social Media,45,East
CUST_04212,2025-05-09,Google Ads,60,East
CUST_04213,2024-05-26,Google Ads,60,East
CUST_04214,2025-01-20,Social Media,45,South
CUST_04215,2024-02-09,Direct Organic,5,East
CUST_04216,2024-06-15,Affiliate,30,North
CUST_04217,2024-03-31,Social Media,45,South
CUST_04218,2024-03-12,Google Ads,60,South
CUST_04219,2024-12-30,Direct Organic,5,North
CUST_04220,2025-03-13,Social Media,45,West
CUST_04221,2024-10-09,Social Media,45,North
CUST_04222,2024-11-30,Direct Organic,5,North
CUST_04223,2024-05-19,Affiliate,30,South
CUST_04224,2024-08-26,Affiliate,30,West
CUST_04225,2024-03-18,Google Ads,60,South
CUST_04226,2024-07-17,Direct Organic,5,West
CUST_04227,2024-01-17,Google Ads,60,South
CUST_04228,2024-08-05,Direct Organic,5,West
CUST_04229,2024-08-16,Google Ads,60,North
CUST_04230,2024-12-05,Social Media,45,West
CUST_04231,2024-05-17,Direct Organic,5,South
CUST_04232,2024-05-26,Google Ads,60,South
CUST_04233,2024-07-28,Google Ads,60,North
CUST_04234,2024-06-06,Affiliate,30,West
CUST_04235,2025-02-17,Social Media,45,East
CUST_04236,2024-06-01,Social Media,45,West
CUST_04237,2024-12-09,Social Media,45,North
CUST_04238,2024-11-25,Direct Organic,5,North
CUST_04239,2025-01-17,Direct Organic,5,North
CUST_04240,2025-03-25,Social Media,45,South
CUST_04241,2024-12-23,Direct Organic,5,West
CUST_04242,2024-12-17,Google Ads,60,North
CUST_04243,2024-06-11,Direct Organic,5,North
CUST_04244,2024-11-02,Google Ads,60,North
CUST_04245,2024-04-10,Google Ads,60,East
CUST_04246,2024-11-22,Email Market,15,North
CUST_04247,2024-11-22,Social Media,45,West
CUST_04248,2024-06-03,Social Media,45,North
CUST_04249,2024-01-10,Google Ads,60,West
CUST_04250,2024-12-18,Email Market,15,South
CUST_04251,2025-03-02,Google Ads,60,North
CUST_04252,2024-07-01,Social Media,45,West
CUST_04253,2025-03-30,Social Media,45,South
CUST_04254,2024-05-13,Google Ads,60,East
CUST_04255,2024-01-06,Social Media,45,East
CUST_04256,2024-11-28,Direct Organic,5,North
CUST_04257,2025-03-07,Email Market,15,West
CUST_04258,2024-11-28,Google Ads,60,East
CUST_04259,2024-09-14,Google Ads,60,West
CUST_04260,2024-07-29,Google Ads,60,South
CUST_04261,2024-02-20,Social Media,45,North
CUST_04262,2025-03-20,Affiliate,30,North
CUST_04263,2024-05-26,Google Ads,60,West
CUST_04264,2025-05-12,Google Ads,60,West
CUST_04265,2025-01-11,Direct Organic,5,South
CUST_04266,2024-05-07,Google Ads,60,North
CUST_04267,2025-04-30,Direct Organic,5,East
CUST_04268,2024-09-14,Social Media,45,West
CUST_04269,2024-02-20,Affiliate,30,West
CUST_04270,2024-06-02,Email Market,15,North
CUST_04271,2024-03-10,Direct Organic,5,North
CUST_04272,2024-10-02,Email Market,15,North
CUST_04273,2024-10-05,Social Media,45,North
CUST_04274,2024-11-05,Google Ads,60,West
CUST_04275,2025-02-02,Direct Organic,5,South
CUST_04276,2024-05-13,Google Ads,60,West
CUST_04277,2024-08-07,Google Ads,60,North
CUST_04278,2024-06-11,Social Media,45,East
CUST_04279,2025-04-03,Social Media,45,South
CUST_04280,2024-05-15,Google Ads,60,North
CUST_04281,2024-02-26,Social Media,45,South
CUST_04282,2025-03-09,Direct Organic,5,South
CUST_04283,2024-06-25,Social Media,45,West
CUST_04284,2024-04-24,Social Media,45,North
CUST_04285,2025-05-13,Google Ads,60,West
CUST_04286,2025-04-16,Google Ads,60,West
CUST_04287,2024-05-28,Affiliate,30,East
CUST_04288,2024-08-28,Google Ads,60,East
CUST_04289,2024-05-02,Social Media,45,North
CUST_04290,2024-10-18,Affiliate,30,South
CUST_04291,2024-11-22,Google Ads,60,East
CUST_04292,2024-03-09,Social Media,45,East
CUST_04293,2024-11-09,Google Ads,60,North
CUST_04294,2024-03-03,Affiliate,30,West
CUST_04295,2024-08-08,Google Ads,60,South
CUST_04296,2024-01-16,Social Media,45,West
CUST_04297,2025-01-24,Social Media,45,South
CUST_04298,2024-03-18,Social Media,45,West
CUST_04299,2024-05-01,Google Ads,60,East
CUST_04300,2025-03-11,Google Ads,60,East
CUST_04301,2024-09-14,Social Media,45,North
CUST_04302,2024-08-04,Email Market,15,North
CUST_04303,2025-04-23,Direct Organic,5,South
CUST_04304,2024-04-23,Google Ads,60,West
CUST_04305,2025-01-04,Affiliate,30,East
CUST_04306,2025-04-05,Social Media,45,North
CUST_04307,2025-01-14,Google Ads,60,North
CUST_04308,2024-05-25,Direct Organic,5,East
CUST_04309,2025-04-09,Affiliate,30,South
CUST_04310,2024-08-24,Direct Organic,5,West
CUST_04311,2025-04-20,Social Media,45,South
CUST_04312,2025-04-04,Email Market,15,North
CUST_04313,2025-02-22,Social Media,45,South
CUST_04314,2024-03-26,Affiliate,30,West
CUST_04315,2024-06-15,Email Market,15,South
CUST_04316,2024-05-08,Social Media,45,North
CUST_04317,2024-06-13,Direct Organic,5,North
CUST_04318,2024-10-03,Social Media,45,West
CUST_04319,2024-09-13,Google Ads,60,North
CUST_04320,2024-05-11,Google Ads,60,North
CUST_04321,2025-04-24,Google Ads,60,North
CUST_04322,2024-02-27,Email Market,15,West
CUST_04323,2024-09-13,Direct Organic,5,North
CUST_04324,2024-05-20,Google Ads,60,West
CUST_04325,2024-06-22,Affiliate,30,East
CUST_04326,2024-06-23,Email Market,15,East
CUST_04327,2024-07-27,Social Media,45,West
CUST_04328,2024-07-22,Email Market,15,South
CUST_04329,2024-01-07,Social Media,45,South
CUST_04330,2024-02-20,Affiliate,30,North
CUST_04331,2024-09-15,Social Media,45,South
CUST_04332,2024-06-26,Social Media,45,West
CUST_04333,2025-02-13,Google Ads,60,West
CUST_04334,2024-01-31,Direct Organic,5,East
CUST_04335,2024-12-21,Google Ads,60,West
CUST_04336,2024-11-13,Social Media,45,West
CUST_04337,2024-06-02,Google Ads,60,West
CUST_04338,2025-03-26,Affiliate,30,South
CUST_04339,2024-12-29,Google Ads,60,South
CUST_04340,2024-02-24,Social Media,45,West
CUST_04341,2024-06-04,Google Ads,60,East
CUST_04342,2024-02-13,Social Media,45,West
CUST_04343,2024-03-21,Affiliate,30,North
CUST_04344,2024-06-14,Affiliate,30,North
CUST_04345,2025-05-09,Google Ads,60,North
CUST_04346,2024-01-30,Google Ads,60,North
CUST_04347,2024-11-17,Direct Organic,5,West
CUST_04348,2024-05-15,Google Ads,60,North
CUST_04349,2024-01-14,Affiliate,30,South
CUST_04350,2024-12-22,Direct Organic,5,North
CUST_04351,2025-04-27,Direct Organic,5,North
CUST_04352,2024-04-15,Google Ads,60,North
CUST_04353,2024-12-24,Google Ads,60,West
CUST_04354,2024-11-13,Email Market,15,West
CUST_04355,2024-03-15,Google Ads,60,East
CUST_04356,2025-03-22,Direct Organic,5,West
CUST_04357,2024-03-19,Social Media,45,West
