CustomerID,recency,frequency,monetary,T,predicted_clv
CUST_01727,15,55,17606.756,45,17699.34378539211
CUST_01728,6,30,4772.269,36,4818.550372338957
CUST_01729,4,136,35195.925,34,35270.5201489627
CUST_01730,21,123,22186.752,51,22238.765366800362
CUST_01731,4,35,14964.575,34,15088.621053110674
CUST_01732,10,31,5351.078,40,5401.271656406067
CUST_01733,11,7,1348.36,41,1406.5479920004661
CUST_01734,6,10,1413.337,36,1455.4755108573847
CUST_01735,434,2,173.04,464,203.76751402800133
CUST_01736,7,23,17898.108,37,18124.83313700727
CUST_01737,27,20,2927.436,57,2970.284509302624
CUST_01738,21,18,2617.965,51,2660.6276668486266
CUST_01739,19,69,25788.438,49,25896.40033735787
CUST_01740,7,61,8491.563,37,8531.828550821934
CUST_01741,9,76,12278.261,39,12324.930862524092
CUST_01742,3,104,17525.562,33,17574.180628714126
CUST_01743,16,15,3149.68,46,3211.4342039558
CUST_01744,10,32,7243.936,40,7309.710283768771
CUST_01745,4,45,6676.589,34,6719.590946297295
CUST_01746,20,26,13802.317,50,13956.784342507335
CUST_01747,260,4,569.829,290,614.7364016126958
CUST_01748,31,34,5242.187,61,5286.985239926487
CUST_01749,159,4,814.32,189,878.164677905772
CUST_01750,55,47,8455.518,85,8507.629492188771
CUST_01751,12,10,1728.42,42,1779.8870007260368
CUST_01752,403,1,13.45,433,22.894898512238647
CUST_01753,13,21,23186.646,43,23508.684612505473
CUST_01754,16,63,13088.704,46,13148.764378270052
CUST_01755,102,9,15841.285,132,16364.449190405212
CUST_01756,4,56,10160.524,34,10213.017328129246
CUST_01757,35,48,8462.566,65,8513.627769676947
CUST_01758,11,28,6153.101,41,6217.050337527459
CUST_01759,206,8,1466.29,236,1521.3302130328402
CUST_01760,53,39,7085.994,83,7138.701779167844
CUST_01761,8,31,5424.524,38,5475.405308577827
CUST_01762,6,33,5103.312,36,5148.2589470216035
CUST_01763,6,26,3049.848,36,3084.066785034056
CUST_01764,30,5,446.48,60,474.3311848326478
CUST_01765,29,33,12736.455,59,12848.499311031792
CUST_01766,5,52,8272.488,35,8318.543156511676
CUST_01767,16,11,3526.468,46,3621.3950709310016
CUST_01768,146,17,2469.482,176,2512.1426449225787
CUST_01769,152,19,3738.865,182,3796.4724464114583
CUST_01770,127,11,4030.118,157,4138.564401705694
CUST_01771,36,28,4522.838,66,4569.871329431982
CUST_01772,2,30,5284.289,32,5335.525599801959
CUST_01773,8,68,10331.611,38,10375.52800748273
CUST_01774,517,2,229.56,547,269.778245003256
CUST_01775,20,120,25412.673,50,25473.73853657166
CUST_01776,38,54,9483.97,68,9534.795982291298
CUST_01777,3,61,19924.93,33,20019.34717790583
CUST_01778,68,21,3477.895,98,3526.316805484436
CUST_01779,149,6,1185.07,179,1245.224532824863
CUST_01780,517,1,148.03,547,211.79267130082758
CUST_01781,35,23,3723.411,65,3770.677262913174
CUST_01782,3,118,16791.169,33,16832.21123075194
CUST_01783,18,79,35002.372,48,35130.27850140706
CUST_01784,118,1,304.62,148,431.5838902112537
CUST_01785,33,6,1313.0,63,1379.5942262541155
CUST_01786,39,62,10463.452,69,10512.253161043274
CUST_01787,159,12,1649.862,189,1690.6119041760671
CUST_01788,27,31,5082.239,57,5129.915600035352
CUST_01789,4,19,3242.919,34,3292.9053249632534
CUST_01790,168,10,1957.949,198,2016.2115401587002
CUST_01791,31,11,1614.941,61,1658.55750645616
CUST_01792,19,73,11529.194,49,11574.82710066513
CUST_01793,145,9,1695.954,175,1752.2567668430697
CUST_01794,82,3,310.19,112,344.12868128400686
CUST_01795,48,39,5212.515,78,5251.306815005054
CUST_01796,52,16,2522.543,82,2568.8897919607207
CUST_01797,23,12,2174.108,53,2227.728615069301
CUST_01798,7,54,16011.171,37,16096.94054246097
CUST_01799,10,14,2833.548,40,2893.1764043860685
CUST_01800,18,27,4821.009,48,4873.012773950725
CUST_01801,23,34,6789.903,53,6847.902521323778
CUST_01802,10,6,752.997,40,791.4020005880355
CUST_01803,10,204,34335.911,40,34384.39204460207
CUST_01804,14,57,12849.151,44,12914.350964616002
CUST_01805,126,9,1353.212,156,1398.2026937615324
CUST_01806,10,91,30802.507,40,30900.180009924534
CUST_01807,50,32,5291.247,80,5339.3153670629
CUST_01808,10,21,3835.178,40,3888.5599693052122
CUST_01809,3,87,28244.682,33,28338.378493304823
CUST_01810,53,39,5519.478,83,5560.54989719829
CUST_01811,9,60,29754.279,39,29897.611569832854
CUST_01812,4,12,2206.667,34,2261.0869678082304
CUST_01813,21,25,3370.896,51,3410.2351399255567
CUST_01814,30,26,3757.454,60,3799.58618620354
CUST_01815,87,5,397.14,117,421.98048392804577
CUST_01816,330,3,469.16,360,519.9513519759209
CUST_01817,7,61,35156.942,37,35323.502251207115
CUST_01818,22,49,9330.532,52,9385.66917259847
CUST_01819,12,7,730.0,42,761.698384933097
CUST_01820,123,7,894.42,153,933.1618890310607
CUST_01821,73,3,516.018,103,571.7768454859021
CUST_01822,49,27,4722.518,79,4773.461549147083
CUST_01823,28,55,17313.449,58,17404.495257486262
CUST_01824,10,18,2338.141,40,2376.2608893269776
CUST_01825,85,3,243.472,115,270.3377965685063
CUST_01826,47,20,3179.919,77,3226.450551369164
CUST_01827,45,13,2143.469,75,2192.1786104566363
CUST_01828,11,14,2564.568,41,2618.555872150471
CUST_01829,47,12,2709.04,77,2775.7936768752843
CUST_01830,64,25,3568.423,94,3610.060540921707
CUST_01831,3,18,2133.856,33,2168.659442896328
CUST_01832,783,1,98.14,813,141.76659101829895
CUST_01833,8,21,4157.224,38,4215.076937467218
CUST_01834,34,19,3270.226,64,3320.631947187016
CUST_01835,137,8,2013.568,167,2089.012941065139
CUST_01836,46,20,4039.219,76,4098.285407370472
CUST_01837,185,9,1353.524,215,1398.5249912062616
CUST_01838,401,10,2238.05,431,2304.605337106487
CUST_01839,149,12,2567.794,179,2631.0799605153584
CUST_01840,23,56,10174.393,53,10226.957910819558
CUST_01841,15,33,10543.324,45,10636.090104265715
CUST_01842,6,77,18754.319,36,18824.655531026416
CUST_01843,7,40,7001.365,37,7052.132759145754
CUST_01844,33,23,3331.418,63,3373.721432142769
CUST_01845,30,37,17469.74,60,17606.65010872313
CUST_01846,4,28,5071.649,34,5124.376926757008
CUST_01847,3,36,5101.83,33,5142.989276440262
CUST_01848,11,89,36071.177,41,36188.129808726466
CUST_01849,37,67,11760.467,67,11811.201118963976
CUST_01850,18,31,5454.256,48,5505.415680093916
CUST_01851,6,143,23696.931,36,23744.697970463985
CUST_01852,31,15,2209.131,61,2252.502407565581
CUST_01853,38,29,4898.774,68,4947.934194402522
CUST_01854,7,31,5075.088,37,5122.697647435071
CUST_01855,11,45,25207.411,41,25369.5868992213
CUST_01856,49,7,1378.474,79,1437.9520302099666
CUST_01857,67,13,2415.662,97,2470.5285211003256
CUST_01858,7,27,5259.366,37,5316.088549922646
CUST_01859,19,24,3875.648,49,3922.7670685970165
CUST_01860,38,13,1956.99,68,2001.4815205721623
CUST_01861,16,23,3742.324,46,3789.8297111134243
CUST_01862,5,99,15837.579,35,15883.74314277087
CUST_01863,66,73,11472.178,96,11517.585623227253
CUST_01864,27,8,976.94,57,1013.7352741487534
CUST_01865,29,47,8023.401,59,8072.852478731457
CUST_01866,9,85,38026.817,39,38155.93045087763
CUST_01867,445,6,1078.69,475,1133.489615393425
CUST_01868,7,29,4185.313,37,4227.327982376839
CUST_01869,3,31,4333.098,33,4373.760624657473
CUST_01870,18,141,22940.233,48,22987.132560052567
CUST_01871,15,25,4153.861,45,4202.310628800247
CUST_01872,9,37,6333.815,39,6383.50270326568
CUST_01873,106,7,1720.614,136,1794.7487902882863
CUST_01874,143,5,1585.78,173,1683.1506728872296
CUST_01875,61,23,6487.671,91,6569.9342005763465
CUST_01876,80,17,2406.439,110,2448.014939284972
CUST_01877,8,78,11395.51,38,11437.71242133477
CUST_01878,182,5,697.881,212,741.0725419084047
CUST_01879,6,69,8768.926,36,8805.664266325775
CUST_01880,106,4,574.124,136,619.3640748058963
CUST_01881,14,29,16899.624,44,17068.97102695316
CUST_01882,70,32,5281.327,100,5329.305417924187
CUST_01883,17,62,8237.66,47,8276.090011090282
CUST_01884,17,17,2436.121,47,2478.2076420233484
CUST_01885,14,53,8629.157,44,8676.284112524285
CUST_01886,60,26,4018.248,90,4063.2967351652424
CUST_01887,72,8,650.749,102,675.3825599165286
CUST_01888,26,36,5742.936,56,5789.257363524684
CUST_01889,11,61,10297.877,41,10346.697759635263
CUST_01890,3,17,3498.695,33,3559.064084295674
CUST_01891,23,61,9448.202,53,9492.998460953822
CUST_01892,86,5,602.272,116,639.6295309074301
CUST_01893,77,11,2687.383,107,2759.786755805255
CUST_01894,123,3,426.236,153,472.47690826465634
CUST_01896,3,9,2049.546,33,2117.5189401659977
CUST_01897,163,14,2195.016,193,2241.254336985292
CUST_01898,45,20,2378.37,75,2413.20912579836
CUST_01899,80,45,16659.142,110,16766.342949519247
CUST_01900,35,73,12177.526,65,12225.723016728258
CUST_01901,365,2,215.53,395,253.39235406937732
CUST_01902,10,48,6524.925,40,6564.309085519229
CUST_01904,12,51,8489.547,42,8537.741093305087
CUST_01905,5,29,3912.676,35,3951.9605609928435
CUST_01906,17,6,1115.03,47,1171.6588849878833
CUST_01907,28,13,6288.147,58,6430.6077800049625
CUST_01908,6,53,15281.505,36,15364.921269913391
CUST_01909,17,22,3671.316,47,3720.069257112287
CUST_01910,3,46,7972.155,33,8022.365913701736
CUST_01911,23,78,13693.703,53,13744.409181825531
CUST_01912,212,12,1508.953,242,1546.2434614692945
CUST_01913,35,21,7599.383,65,7705.023468743996
CUST_01914,8,110,17689.504,38,17735.893437192408
CUST_01915,10,22,3795.923,40,3846.326503340053
CUST_01916,22,39,6540.281,52,6588.935292285328
CUST_01917,53,28,5982.188,83,6044.363902387472
CUST_01918,4,163,31797.439,34,31853.65013705325
CUST_01919,92,4,749.759,122,808.6030460021137
CUST_01920,21,86,14130.608,51,14178.047247781573
CUST_01921,5,95,21545.87,35,21611.314419702594
CUST_01922,4,164,26301.372,34,26347.586270206793
CUST_01923,33,21,3235.401,63,3280.4562586138723
CUST_01924,7,110,27256.449,37,27327.912948935456
CUST_01925,6,95,14793.889,36,14838.834108783865
CUST_01926,214,4,665.92,244,718.2702187972873
CUST_01927,701,1,70.43,731,102.87257048053853
CUST_01928,14,16,2011.26,44,2048.2498789320894
CUST_01929,16,4,548.51,46,591.7661187708239
CUST_01930,21,19,2367.205,51,2403.734370480521
CUST_01931,339,2,446.92,369,523.6369230779438
CUST_01932,15,36,4527.55,45,4564.085262048194
CUST_01933,638,1,149.64,668,214.0524826709392
CUST_01934,13,50,8320.453,43,8368.638462031635
CUST_01935,40,50,14899.926,70,14986.169033244076
CUST_01936,109,17,2372.918,139,2413.9171834567564
CUST_01937,40,41,5554.366,70,5593.666652487185
CUST_01938,801,1,215.68,831,306.7468571319172
CUST_01939,149,18,2949.52,179,2997.565266629883
CUST_01940,3,45,6158.023,33,6197.689985761168
CUST_01941,18,27,13712.502,48,13860.21991453226
CUST_01942,25,71,12467.523,55,12518.262468711766
CUST_01943,13,59,10401.992,43,10452.98572142291
CUST_01944,7,59,10801.414,37,10854.363937860655
CUST_01945,145,18,2945.207,175,2993.182247619895
CUST_01946,25,11,913.662,55,938.4542777927131
CUST_01947,10,25,3692.062,40,3735.138189819139
CUST_01948,44,38,6316.471,74,6364.708916996766
CUST_01949,17,20,3567.804,47,3619.9937413145467
CUST_01950,55,8,1117.134,85,1159.1562711078127
CUST_01951,13,158,71790.546,43,71921.45713626863
CUST_01952,16,18,2453.187,46,2493.1745932507138
CUST_01953,137,7,1703.784,167,1777.1978185453797
CUST_01954,5,151,32280.252,35,32341.85995123012
CUST_01955,15,68,9996.178,45,10038.670540515384
CUST_01956,40,38,20652.716,70,20810.265402670822
CUST_01957,15,50,15008.823,45,15095.695924928763
CUST_01958,8,45,11424.295,38,11497.83001662418
CUST_01959,11,8,1075.56,41,1116.032224946237
CUST_01961,39,45,6695.921,69,6739.047272722638
CUST_01962,20,31,4363.335,50,4404.280724332302
CUST_01963,60,16,16855.609,90,17164.26306991761
CUST_01964,12,23,3083.799,42,3122.967449649365
CUST_01966,8,42,5286.415,38,5322.926310808414
CUST_01967,170,8,1030.522,200,1069.3150269132107
CUST_01968,145,5,1433.535,175,1521.615762890855
CUST_01969,166,1,211.73,196,301.202599422637
CUST_01970,4,69,11597.89,34,11646.467050709443
CUST_01971,26,25,3000.261,56,3035.2874745521735
CUST_01972,2,36,5143.274,32,5184.766977165457
CUST_01973,78,14,2633.23,108,2688.6577198133477
CUST_01974,161,18,2091.287,191,2125.3993603004137
CUST_01975,12,75,9628.451,42,9665.547008698974
CUST_01976,54,2,74.934,84,89.18774097318298
CUST_01977,19,44,6543.753,49,6586.864864665314
CUST_01978,3,18,2980.448,33,3028.99536445991
CUST_01979,17,79,22454.93,47,22536.99837166488
CUST_01980,25,84,11899.557,55,11940.466002824682
CUST_01981,24,20,3216.622,54,3263.688948575979
CUST_01982,34,17,1652.039,64,1680.6348791195226
CUST_01983,160,3,509.64,190,564.7227032347035
CUST_01984,39,35,5366.819,69,5411.359114537926
CUST_01985,6,73,11801.538,36,11848.248121630157
CUST_01986,15,38,6087.616,45,6134.108935653749
CUST_01987,16,23,3415.875,46,3459.2477007225043
CUST_01988,62,7,913.76,92,953.3303853773363
CUST_01989,18,85,11962.259,48,12002.897924806626
CUST_01990,32,3,325.66,62,361.2386813821632
CUST_01991,22,52,8807.441,52,8856.470804910434
CUST_01992,54,37,7195.275,84,7251.710109826462
CUST_01993,94,13,2017.826,124,2063.693609655715
CUST_01994,184,6,553.17,214,581.516182336748
CUST_01995,28,2,425.576,58,498.70887916542017
CUST_01996,5,41,6700.063,35,6747.45568588874
CUST_01997,34,40,5417.099,64,5456.3953558007615
CUST_01998,18,25,3397.487,48,3437.1355496816336
CUST_01999,70,21,4368.184,100,4428.9656974687605
CUST_02000,41,44,19850.139,71,19980.783518807533
CUST_02001,441,4,497.06,471,536.331011485571
CUST_02002,3,34,5165.076,33,5209.2165197699305
CUST_02003,100,9,2150.112,130,2221.404083841176
CUST_02004,53,12,1253.588,83,1284.609021001936
CUST_02005,778,1,151.9,808,217.22464024637551
CUST_02006,60,14,2439.277,90,2490.6375098025997
CUST_02007,52,55,8788.895,82,8835.138924518038
CUST_02008,12,10,1367.026,42,1407.7934064363046
CUST_02009,65,3,294.125,95,326.36060425899836
CUST_02010,4,87,14314.318,34,14361.819370060673
CUST_02011,11,6,690.677,41,725.9449592802031
CUST_02012,45,30,6162.103,75,6221.83490865749
CUST_02013,72,16,9770.749,102,9949.744116187429
CUST_02014,6,25,3127.984,36,3164.4966443944295
CUST_02015,85,12,1610.69,115,1650.478196338316
CUST_02016,33,11,1472.592,63,1512.387473563384
CUST_02017,38,14,1587.754,68,1621.258003999739
CUST_02018,115,30,4213.197,145,4254.067785002141
CUST_02019,26,14,2520.507,56,2573.570909436393
CUST_02020,20,14,3345.279,50,3415.638444617517
CUST_02021,17,64,9806.15,47,9850.452663862136
CUST_02022,23,31,5997.599,53,6053.8458324774365
CUST_02023,15,64,9348.09,45,9390.325317769499
CUST_02024,227,1,118.58,257,170.45637015189055
CUST_02025,53,73,12215.086,83,12263.43155279825
CUST_02026,3,90,17144.64,33,17199.624815884286
CUST_02027,6,60,8172.05,36,8211.451228851518
CUST_02028,4,138,23393.915,34,23442.78355752263
CUST_02029,5,34,5819.225,35,5868.9450996313235
CUST_02030,15,18,5077.676,45,5160.270623509073
CUST_02031,138,7,963.686,168,1005.3951396991641
CUST_02032,76,2,94.79,106,112.377922753874
CUST_02033,13,113,18552.221,43,18599.576674369746
CUST_02034,4,62,9238.261,34,9281.353343875247
CUST_02035,9,81,12613.745,39,12658.718959316922
CUST_02036,5,141,36687.67,35,36762.66296204695
CUST_02037,41,22,3633.941,71,3682.1992772735716
CUST_02038,23,20,4109.256,53,4169.344057213092
CUST_02039,468,3,453.03,498,502.11138419419746
CUST_02040,16,6,892.873,46,938.3190273848003
CUST_02041,121,9,2788.247,151,2880.6004937526745
CUST_02042,53,14,3691.96,83,3769.589373073051
CUST_02043,407,3,327.696,437,363.49052108480356
CUST_02044,392,1,361.77,422,511.80017580248455
CUST_02045,19,53,8093.866,49,8138.073051915915
CUST_02046,4,76,13321.394,34,13372.02561655267
CUST_02047,39,26,3868.187,69,3911.5575514120037
CUST_02049,10,77,12097.207,40,12142.589820448486
CUST_02050,67,10,1911.92,97,1968.8197847572212
CUST_02051,504,3,576.442,534,638.6064929281126
CUST_02052,7,83,21937.311,37,22013.611008682645
CUST_02053,7,100,14135.438,37,14176.230529096587
CUST_02054,10,73,12511.138,40,12560.65433023685
CUST_02055,3,63,9492.807,33,9536.379354671228
CUST_02056,9,62,10351.649,39,10399.929211341687
CUST_02058,204,17,2130.728,234,2167.5601092633974
CUST_02059,67,20,2957.95,97,3001.243625788163
CUST_02060,59,8,1443.9,89,1498.1054236558819
CUST_02061,137,19,3007.099,167,3053.4615174117953
CUST_02062,5,17,2308.26,35,2348.146690442205
CUST_02063,29,70,10641.896,59,10685.832929250833
CUST_02064,31,12,10496.603,61,10754.548353942628
CUST_02065,157,11,2630.992,187,2701.882068558724
CUST_02066,23,17,3366.387,53,3424.479618494547
CUST_02067,23,71,28101.102,53,28215.41519265301
CUST_02068,83,6,973.927,113,1023.4530939150482
CUST_02069,5,58,9213.682,35,9259.63857263291
CUST_02070,4,22,12300.707,34,12463.744526420365
CUST_02071,14,13,2549.908,44,2607.8111187581376
CUST_02072,2,22,2714.055,32,2750.1306679380195
CUST_02073,6,15,2568.963,36,2619.367234553527
CUST_02074,18,68,10073.889,48,10116.711552030349
CUST_02075,12,30,4582.327,42,4626.770151537469
CUST_02076,145,3,1398.334,175,1547.6286132043826
CUST_02077,101,11,1825.058,131,1874.3146161044988
CUST_02078,8,51,8261.437,38,8308.337657560665
CUST_02079,64,33,6472.625,94,6529.608573717172
CUST_02080,22,65,10477.863,52,10524.46582693645
CUST_02081,70,16,3065.081,100,3121.3566980278647
CUST_02082,4,62,9406.984,34,9450.862514161383
CUST_02083,42,51,7155.457,72,7196.086498625873
CUST_02084,13,68,10435.86,43,10480.219716628457
CUST_02085,8,39,6754.784,38,6805.031593336907
CUST_02086,113,5,761.651,143,808.7337538396262
CUST_02087,8,34,6001.618,38,6052.893825176511
CUST_02088,5,209,41932.382,35,41990.1675628499
CUST_02089,10,29,5893.27,40,5952.389932606422
CUST_02090,27,24,3763.671,57,3809.4321693803777
CUST_02091,2,23,3710.141,32,3757.2392579632815
CUST_02092,29,34,6545.743,59,6601.659952644535
CUST_02093,2,27,6021.129,32,6086.051690312096
CUST_02094,6,45,7536.746,36,7585.279719783935
CUST_02095,14,49,7735.626,44,7781.348391086069
CUST_02096,221,11,1980.234,251,2033.6559604354698
CUST_02097,31,51,10896.526,61,10958.368213399219
CUST_02098,71,18,13199.384,101,13413.829760437273
CUST_02099,2,60,5809.498,32,5837.522127927506
CUST_02100,7,116,24702.606,37,24764.017925923326
CUST_02101,35,55,17841.34,65,17935.160683966864
CUST_02102,72,10,1172.371,102,1207.3753624276387
CUST_02103,16,37,10151.889,46,10231.481861435705
CUST_02104,5,59,9661.375,35,9708.741462159593
CUST_02105,45,13,2128.213,75,2176.5775250621546
CUST_02106,21,13,2587.666,51,2646.4231915376895
CUST_02107,2,9,1615.781,32,1669.4376865985532
CUST_02108,35,28,4321.551,65,4366.4957262302205
CUST_02109,15,23,3473.004,45,3517.099982921631
CUST_02110,39,33,5376.988,69,5424.34063209692
CUST_02111,40,11,1666.946,70,1711.9584615776487
CUST_02112,242,5,649.82,272,690.0788849125378
CUST_02113,13,68,10644.838,43,10690.085173312507
CUST_02115,21,51,9909.242,51,9965.486087865504
CUST_02116,16,9,1611.576,46,1665.0939021271204
CUST_02117,307,2,217.05,337,255.16758958038915
CUST_02118,3,94,21079.735,33,21144.44746531561
CUST_02119,41,2,374.982,71,439.61923084691284
CUST_02120,27,50,18365.45,57,18471.73862449712
CUST_02121,18,16,2025.75,48,2063.0050582354984
CUST_02122,243,3,889.866,273,985.2570857377149
CUST_02123,19,88,15322.053,49,15372.316509261678
CUST_02124,14,11,1564.514,44,1606.776909130685
CUST_02125,57,12,1579.812,87,1618.8421136615545
CUST_02126,53,7,1205.671,83,1257.7464110721464
CUST_02127,109,8,1053.671,139,1093.3271148670838
CUST_02128,208,15,1877.783,238,1914.678293276686
CUST_02129,11,49,7710.689,41,7756.264187171497
CUST_02130,10,88,17378.035,40,17435.038715549952
CUST_02131,6,70,20720.363,36,20805.871770105306
CUST_02132,13,13,1668.844,43,1706.8177586372974
CUST_02133,23,18,8492.94,53,8630.979419272471
CUST_02134,39,20,3057.454,69,3102.19911922649
CUST_02135,5,53,9461.21,35,9512.876036566304
CUST_02136,618,2,470.703,648,551.4135192347817
CUST_02137,4,60,17893.996,34,17980.214213544255
CUST_02138,2,60,9595.194,32,9641.448518394944
CUST_02139,42,26,4922.065,72,4977.2214314041075
CUST_02140,24,18,2139.207,54,2174.097313223813
CUST_02141,211,7,1257.13,241,1311.4098367951553
CUST_02142,27,26,4037.909,57,4083.177610887598
CUST_02143,5,120,19820.075,35,19867.70702960358
CUST_02144,8,14,1719.358,38,1755.6217504654007
CUST_02145,27,24,4796.203,57,4854.485262050789
CUST_02146,12,26,4328.065,42,4376.578525189811
CUST_02147,22,21,2778.545,52,2817.257721738329
CUST_02148,21,95,21966.94,51,22033.662806719465
CUST_02149,59,9,1605.603,89,1658.9237654688875
CUST_02150,5,36,29261.854,35,29497.546080453507
CUST_02151,3,95,15434.488,33,15481.377995488261
CUST_02152,24,15,11436.857,54,11660.582018278825
CUST_02153,57,9,1712.842,87,1769.7021490436784
CUST_02154,47,60,8908.36,77,8951.307001889047
CUST_02155,587,1,92.23,617,133.4712585975785
CUST_02157,20,9,2327.27,50,2404.4091181788963
CUST_02158,6,82,14334.803,36,14385.28307574334
CUST_02159,6,12,2243.549,36,2298.8744540859784
CUST_02160,18,39,15244.57,48,15357.878645916497
CUST_02161,14,55,8420.473,44,8464.780616164919
CUST_02162,2,119,49447.402,32,49567.20004267676
CUST_02163,5,52,7505.601,35,7547.391820791383
CUST_02164,144,5,505.089,174,536.5164752525468
CUST_02165,15,18,2191.487,45,2227.2260481744675
CUST_02166,3,34,5118.245,33,5161.98607361242
CUST_02167,30,10,764.702,60,787.6367295491161
CUST_02168,18,108,16090.537,48,16133.519162196804
CUST_02169,11,15,2403.659,41,2450.8324089670996
CUST_02170,8,93,22753.926,38,22824.529022929728
CUST_02171,122,3,177.38,152,197.2392751407527
CUST_02172,40,19,2304.341,70,2339.904349625993
CUST_02173,29,39,6929.829,59,6981.376805373911
CUST_02174,3,26,4026.212,33,4071.3497993152264
CUST_02175,312,5,979.066,342,1039.4153030324526
CUST_02176,63,12,1646.646,93,1687.3169484830667
CUST_02177,6,99,22597.664,36,22663.520393080278
CUST_02178,69,18,2833.825,99,2879.992026574108
CUST_02179,14,53,7952.71,44,7996.147033224708
CUST_02180,168,4,615.373,198,663.8080542113267
CUST_02181,58,6,512.88,88,539.1980790907184
CUST_02182,144,7,849.873,174,886.7065629329463
CUST_02183,441,5,513.542,471,545.4852728761099
CUST_02184,23,9,1136.076,53,1173.9002003039675
CUST_02185,71,6,984.44,101,1034.4952934540283
CUST_02186,4,68,12612.537,34,12666.140304722287
CUST_02187,2,34,4751.72,32,4792.334789679101
CUST_02188,10,17,3293.564,40,3350.403640072717
CUST_02189,35,14,2599.306,65,2654.0223308046466
CUST_02190,43,31,4538.517,73,4581.102899192105
CUST_02191,7,32,5507.025,37,5557.049924044046
CUST_02192,8,17,2412.212,38,2453.887268403921
CUST_02193,13,22,2931.456,43,2970.410841501003
CUST_02194,49,17,2320.35,79,2360.4447086386526
CUST_02195,313,5,534.919,343,568.1666861966951
CUST_02196,136,6,1010.445,166,1061.8093236082354
CUST_02197,489,2,365.82,519,428.9187652206693
CUST_02198,13,39,7661.747,43,7718.731399356604
CUST_02199,49,25,5091.46,79,5150.819420755725
CUST_02200,4,47,21609.57,34,21742.65482889662
CUST_02201,41,16,1832.957,71,1866.6837826356268
CUST_02202,32,15,2891.816,62,2948.5303161792276
CUST_02203,42,41,6305.748,72,6350.355647479166
CUST_02204,18,51,7416.835,48,7458.946571520552
CUST_02205,114,6,838.2,144,880.8939179588837
CUST_02206,35,19,2912.543,65,2957.4524907523273
CUST_02207,35,19,3261.968,65,3312.247047845315
CUST_02208,6,61,9838.429,36,9885.073685276726
CUST_02209,41,49,8521.912,71,8572.275862681423
CUST_02210,14,56,28495.476,44,28642.60233633994
CUST_02211,26,48,8937.072,56,8990.993500245684
CUST_02212,32,23,3823.034,62,3871.5615407672176
CUST_02213,245,1,69.02,275,100.89348101975749
CUST_02214,607,4,624.03,637,673.1355901446295
CUST_02215,719,2,310.61,749,364.43800695556297
CUST_02216,3,17,4205.583,33,4278.114662198954
CUST_02217,154,7,769.716,184,803.1157582985923
CUST_02218,36,37,12496.754,66,12594.71307401104
CUST_02219,11,9,1516.274,41,1566.64649482712
CUST_02220,57,10,1040.792,87,1071.9007750159808
CUST_02221,74,12,1752.077,104,1795.3363743750804
CUST_02222,55,23,4546.398,85,4604.083696952158
CUST_02223,46,23,3730.371,76,3777.7253800534345
CUST_02224,47,65,21948.5,77,22046.07284861899
CUST_02225,19,43,6598.018,49,6642.504541830702
CUST_02226,36,34,6276.124,66,6329.741230803412
CUST_02227,12,101,22588.94,42,22653.463674196184
CUST_02228,43,25,4036.684,73,4083.7701709766284
CUST_02229,57,15,1494.304,87,1523.7042915522413
CUST_02230,517,4,1191.684,547,1284.7577551767567
CUST_02231,6,153,25353.611,36,25401.369526772734
CUST_02232,41,3,611.916,71,677.8411499082031
CUST_02233,25,98,23956.172,55,24026.700233191612
CUST_02235,6,65,12623.958,36,12680.097046126613
CUST_02236,23,17,2508.767,53,2552.1035750174883
CUST_02237,2,75,11299.489,32,11343.016452384576
CUST_02238,28,19,3218.749,58,3268.3639085078266
CUST_02239,48,33,4879.415,78,4922.393832640701
CUST_02240,5,17,2920.453,35,2970.8729645313715
CUST_02241,25,16,4423.089,55,4504.217397507771
CUST_02242,762,1,268.74,792,381.2223796773365
CUST_02243,9,9,774.219,39,800.1002437096025
CUST_02244,169,9,1327.98,199,1372.1379209236738
CUST_02245,24,48,7612.432,54,7658.3702218454655
CUST_02246,22,30,4809.232,52,4855.871092882519
CUST_02247,8,79,13043.067,38,13090.75209280137
CUST_02248,14,67,21539.848,44,21632.7342562761
CUST_02249,160,12,1517.022,190,1554.5105626778825
CUST_02250,8,51,8207.7,38,8254.295956510305
CUST_02251,65,11,2168.175,95,2226.641806151992
CUST_02252,2,121,19886.165,32,19933.559872839494
CUST_02253,509,2,509.984,539,597.290510095344
CUST_02254,12,42,6625.459,42,6671.201215725004
CUST_02255,17,39,6950.429,47,7002.12981955862
CUST_02256,14,38,6165.373,44,6212.458819856798
CUST_02257,160,6,734.135,190,771.5905321485565
CUST_02258,8,21,4034.644,38,4090.795157978267
CUST_02259,64,25,6483.864,94,6559.425270328917
CUST_02260,248,1,14.79,278,24.775735304753947
CUST_02261,92,19,3922.528,122,3982.957765834423
CUST_02262,15,41,23883.351,45,24052.108881437423
CUST_02264,132,5,464.62,162,493.57807811212655
CUST_02265,20,43,6337.416,50,6380.148102359635
CUST_02266,7,72,9852.02,37,9891.564336055695
CUST_02267,27,42,6208.59,57,6251.4584654212995
CUST_02268,30,6,934.613,60,982.1601201991284
CUST_02269,16,80,12222.58,46,12266.707090486485
CUST_02270,314,4,610.814,344,658.8959326542135
CUST_02271,3,101,15534.365,33,15578.746663806382
CUST_02272,29,3,466.903,59,517.4550837004498
